X,Y,OBJECTID,State_numb,NHS_Rest_S,Highway_Ro,Mile_Post,Municipali,County,State,Latitude,Longitude,Number_of
-8975735.0704,3017286.5427,206,8,NHS Rest Stop or Truck Facility 27,I-75N,35,Weston,Broward,FL,26.1469,-80.6304,60
-9025617.3343,3019828.9662,207,8,NA,I-75S,63,Big Cypress,Collier,FL,26.1674,-81.0785,15
-9025454.6965,3020095.8845,208,8,NHS Rest Stop or Truck Facility 26,I-75N,63,Big Cypress,Collier,FL,26.169552,-81.077039,37
-8925959.6734,3027119.1468,209,8,Pompano Beach Service Plaza,Florida's Turnpike,65,Pompano,Broward,FL,26.226162,-80.18326,40
-9105066.0549,3067324.4824,210,8,NHS Rest Stop or Truck Facility 33,I-75N,131,Fort Myers,Lee,FL,26.5497,-81.7922,74
-8925015.5728,3077875.4938,211,8,West Palm Beach Service Plaza,Florida's Turnpike,94,Lake Worth,Palm Beach,FL,26.634455,-80.174779,26
-9126638.993,3108382.1085,212,8,Weigh Station,I-75N,158,Punta Gorda,Charlotte,FL,26.879157,-81.985993,33
-9126528.4527,3108474.8374,213,8,Weigh Station,I-75S,158,Punta Gorda,Charlotte,FL,26.8799,-81.985,33
-9127975.6061,3110147.307,214,8,NHS Rest Stop or Truck Facility 25,I-75S,161,Punta Gorda,Charlotte,FL,26.8933,-81.998,32
-8928424.2868,3124083.9527,215,8,Weigh Station,I-95N,92,Hobe Sound,Martin,FL,27.0049,-80.2054,18
-8943519.2098,3139272.6538,216,8,NHS Rest Stop or Truck Facility 46,I-95S,106,Palm City,Martin,FL,27.1264,-80.341,82
-8942628.6539,3139397.7321,217,8,NHS Rest Stop or Truck Facility 47,I-95N,106,Palm City,Martin,FL,27.1274,-80.333,60
-8950176.1154,3147117.2254,218,8,Weigh Station,I-95S,112,Palm City,Martin,FL,27.1891,-80.4008,34
-8947080.543,3161280.3994,219,8,Port St. Lucie/Fort Pierce Service Plaza,Florida's Turnpike,144,Port St. Lucie,St. Lucie,FL,27.302214,-80.372992,50
-8952480.4288,3181650.808,220,8,NHS Rest Stop or Truck Facility 48,I-95S,133,Fort Pierce,St. Lucie,FL,27.4647,-80.4215,43
-8952046.2828,3181851.5445,221,8,NHS Rest Stop or Truck Facility 41,I-95N,133,Fort Pierce,St. Lucie,FL,27.4663,-80.4176,44
-9196570.6763,3196714.1442,222,8,NHS Rest Stop or Truck Facility 19,I-275N,7,Terra Ceia,Manatee,FL,27.5847,-82.6142,16
-8997143.1444,3198812.1402,223,8,Fort Drum Service Plaza,Florida's Turnpike,184,Okeechobee,Okeechobee,FL,27.601403,-80.822712,50
-9203416.825,3204754.6602,224,8,NHS Rest Stop or Truck Facility 20,I-275N,13,St. Petersburg,Pinellas,FL,27.6487,-82.6757,14
-9175024.2323,3209015.9039,225,8,NHS Rest Stop or Truck Facility 34,I-75N,238,Ochopee,Hillsborough,FL,27.682603,-82.420645,36
-9175019.2229,3210272.6721,226,8,NHS Rest Stop or Truck Facility 35,I-75S,238,Gulf City,Hillsborough,FL,27.6926,-82.4206,43
-8972762.84,3240642.6451,227,8,NHS Rest Stop or Truck Facility 42,I-95N,168,Palm Bay West,Brevard S,FL,27.9339,-80.6037,60
-8973341.7014,3242431.9614,228,8,NHS Rest Stop or Truck Facility 49,I-95S,168,Grant Valkaria,Brevard S,FL,27.9481,-80.6089,67
-9157720.174,3250928.1256,229,8,Weigh Station,I-4E,12,Seffner,Hillsborough,FL,28.0155,-82.2652,15
-9158555.0702,3251306.4166,230,8,Weigh Station,I-4W,12,Seffner,Hillsborough,FL,28.0185,-82.2727,15
-9047407.0114,3260917.6645,231,8,Canoe Creek Service Plaza,Florida's Turnpike,230,St. Cloud,Osceola,FL,28.094693,-81.27424,35
-9102761.7414,3270310.2074,232,8,NHS Rest Stop or Truck Facility 21,I-4E,46,Polk City,Polk,FL,28.1691,-81.7715,23
-9102249.6717,3270954.2296,233,8,NHS Rest Stop or Truck Facility 23,I-4W,46,Polk City,Polk,FL,28.1742,-81.7669,23
-9169787.2068,3275943.2842,234,8,NHS Rest Stop or Truck Facility 36,I-75N,278,Wesley Chapel,Pasco,FL,28.2137,-82.3736,51
-9169219.4774,3276284.3756,235,8,NHS Rest Stop or Truck Facility 37,I-75S,278,Wesley Chapel,Pasco,FL,28.2164,-82.3685,51
-9072505.1038,3314027.1014,236,8,Turkey Lake Service Plaza,Florida's Turnpike,263,Ocoee,Orange,FL,28.51474,-81.4997,23
-9151887.0326,3322905.7717,237,8,NHS Rest Stop or Truck Facility 28,I-75N,307,Ridge Manor Est,Sumter,FL,28.5848,-82.2128,43
-9151686.6576,3323197.3498,238,8,NHS Rest Stop or Truck Facility 38,I-75S,307,Croom,Sumter,FL,28.5871,-82.211,33
-9003308.9083,3335855.457,239,8,NHS Rest Stop or Truck Facility 43,I-95N,225,Mims,Brevard N,FL,28.6869,-80.8781,33
-9059725.6262,3337759.0201,240,8,NHS Rest Stop or Truck Facility 24,I-4W,94,Wekiva Springs,Seminole,FL,28.7019,-81.3849,16
-9004388.7073,3338634.7507,241,8,NHS Rest Stop or Truck Facility 50,I-95S,227,Mims,Brevard N,FL,28.7088,-80.8878,35
-9058512.2438,3340754.5118,242,8,NHS Rest Stop or Truck Facility 22,I-4E,96,Longwood,Seminole,FL,28.7255,-81.374,17
-9126280.2102,3348573.9009,243,8,Okahumpka Service Plaza,Florida's Turnpike,299,Wildwood,Sumter,FL,28.78708,-81.98277,75
-9144217.1197,3374742.395,244,8,Weigh Station,I-75N,338,Wildwood,Marion,FL,28.9929,-82.1439,29
-9144105.8003,3374818.7566,245,8,Weigh Station,I-75S,338,Wildwood,Marion,FL,28.9935,-82.1429,28
-9148625.3716,3387500.9236,246,8,NHS Rest Stop or Truck Facility 29,I-75S,346,Ocala,Marion,FL,29.0931,-82.1835,43
-9148803.4828,3387870.3671,247,8,NHS Rest Stop or Truck Facility 39,I-75S,346,Ocala,Marion,FL,29.096,-82.1851,43
-9038819.8259,3440821.4668,248,8,Weigh Station,I-95N,286,Palm Coast,Flager,FL,29.5108,-81.1971,41
-9038819.8259,3440821.4668,249,8,Weigh Station,I-95S,286,Palm Coast,Flager,FL,29.5108,-81.1971,41
-9168796.4633,3450892.2793,250,8,NHS Rest Stop or Truck Facility 31,I-75N,383,Daysville,Alachua,FL,29.5895,-82.3647,7
-9168573.8244,3450994.6912,251,8,NHS Rest Stop or Truck Facility 32,I-75S,382,Daysville,Alachua,FL,29.5903,-82.3627,13
-9053302.4916,3465327.5789,252,8,NHS Rest Stop or Truck Facility 44,I-95N,302,Hastings,St. Johns S,FL,29.7022,-81.3272,15
-9054159.6517,3467045.0084,253,8,NHS Rest Stop or Truck Facility 51,I-95S,302,Vermont Heights,St. Johns S,FL,29.7156,-81.3349,16
-9192429.5912,3500658.006,254,8,NHS Rest Stop or Truck Facility 30,I-75N,413,Ellisville,Columbia,FL,29.9775,-82.577,50
-9192763.5497,3500876.4775,255,8,NHS Rest Stop or Truck Facility 40,I-75S,413,Ellisville,Columbia,FL,29.9792,-82.58,50
-9072171.1453,3515303.8799,256,8,NHS Rest Stop or Truck Facility 45,I-95N,331,Sampson,St. Johns N,FL,30.0914,-81.4967,45
-9072404.9163,3515728.4628,257,8,NHS Rest Stop or Truck Facility 52,I-95S,331,Sampson,St. Johns N,FL,30.0947,-81.4988,45
-9312420.8704,3529219.5708,258,8,NHS Rest Stop or Truck Facility 53,US19/US27,n/a,Perry,Taylor,FL,30.1995,-83.6549,10
-9173033.2832,3536232.8886,259,8,NHS Rest Stop or Truck Facility 8,I-10E,318,Olustee,Baker,FL,30.253936,-82.40276,22
-9172806.414,3536376.968,260,8,NHS Rest Stop or Truck Facility 9,I-10W,318,Olustee,Baker,FL,30.255054,-82.400722,25
-9217231.5737,3538921.9534,261,8,NHS Rest Stop or Truck Facility 17,I-10W,295,Wellborn,Hamilton,FL,30.2748,-82.7998,15
-9217236.8058,3538924.1448,262,8,NHS Rest Stop or Truck Facility 7,I-10E,294,Wellborn,Suwannee,FL,30.274817,-82.799847,14
-9267262.2264,3550934.6101,263,8,NHS Rest Stop or Truck Facility 6,I-10E,265,Lee,Madison,FL,30.36795,-83.249233,26
-9266657.4277,3551057.1813,264,8,NHS Rest Stop or Truck Facility 16,I-10W,265,Lee,Madison,FL,30.3689,-83.2438,23
-9269863.429,3551637.7979,265,8,Weigh Station,I-10E,264,Lee,Madison,FL,30.3734,-83.2726,27
-9269830.0332,3551805.5367,266,8,Weigh Station,I-10W,264,Lee,Madison,FL,30.3747,-83.2723,27
-9228218.8075,3557406.7093,267,8,Weigh Station,I-75S,449,Jennings,Hamilton,FL,30.4181,-82.8985,39
-9228708.6133,3557845.6161,268,8,Weigh Station,I-75N,449,Jennings,Hamilton,FL,30.4215,-82.9029,31
-9321230.8062,3560938.2766,269,8,NHS Rest Stop or Truck Facility 5,I-10E,234,Aucilla,Jefferson,FL,30.445454,-83.734041,10
-9320842.3012,3561138.9371,270,8,NHS Rest Stop or Truck Facility 15,I-10W,234,Aucilla,Jefferson,FL,30.447008,-83.730551,11
-9394112.9013,3565913.6397,271,8,NHS Rest Stop or Truck Facility 4,I-10E,194,Tallahassee,Leon,FL,30.483978,-84.388752,19
-9393686.993,3566045.0116,272,8,NHS Rest Stop or Truck Facility 14,I-10W,194,Tallahassee,Leon,FL,30.484995,-84.384926,19
-9723779.7847,3573682.3151,273,8,Welcome Center,I-10E,4,Pensacola,Escambia,FL,30.5441,-87.3502,34
-9725171.2783,3574845.6655,274,8,Weigh Station,I-10E,4,Pensacola,Escambia,FL,30.5531,-87.3627,39
-9725093.3547,3574949.0796,275,8,Weigh Station,I-10W,4,Pensacola,Escambia,FL,30.5539,-87.362,39
-9682334.2024,3582231.9676,276,8,NHS Rest Stop or Truck Facility 1,I-10E,31,East Milton,Santa Rosa,FL,30.610223,-86.977888,74
-9682389.4169,3582512.6457,277,8,NHS Rest Stop or Truck Facility 10,I-10W,31,East Milton,Santa Rosa,FL,30.612393,-86.978384,68
-9255870.5691,3582565.2898,278,8,Welcome Center,I-75S,470,Jennings,Hamilton,FL,30.6128,-83.1469,41
-9450111.9485,3584221.0379,279,8,NHS Rest Stop or Truck Facility 13,I-10W,162,Hardin Heights,Gadsden,FL,30.6256,-84.8918,43
-9460208.6263,3585928.7575,280,8,Weigh Station,I-10E,155,Sneads,Jackson,FL,30.6388,-84.9825,39
-9460253.1542,3586058.1397,281,8,Weigh Station,I-10W,155,Sneads,Jackson,FL,30.6398,-84.9829,39
-9091321.326,3589867.6217,282,8,Weigh Station,I-95S,376,Yulee,Nassau,FL,30.669239,-81.668729,30
-9091128.8546,3589914.3432,283,8,Weigh Station,I-95N,376,Yulee,Nassau,FL,30.6696,-81.667,30
-9092397.4515,3593490.9349,284,8,Welcome Center,I-95S,378,Yulee,Nassau,FL,30.697231,-81.678396,37
-9565717.2397,3595532.5532,285,8,NHS Rest Stop or Truck Facility 18,I-10W,96,Ponce De Leon,Holmes,FL,30.713,-85.9303,17
-9629889.1413,3597265.9056,286,8,NHS Rest Stop or Truck Facility 2,I-10E,58,Crestview,Okaloosa,FL,30.726386,-86.506766,53
-9630026.0642,3597349.0441,287,8,NHS Rest Stop or Truck Facility 11,I-10W,60,Crestview,Okaloosa,FL,30.727028,-86.507996,53
-9498725.5041,3601023.1056,288,8,NHS Rest Stop or Truck Facility 3,I-10E,133,Jacob,Jackson,FL,30.755395,-85.328503,12
-9498010.3878,3601320.7873,289,8,NHS Rest Stop or Truck Facility 12,I-10W,133,Cottondale,Jackson,FL,30.757693,-85.322079,24
-9507697.5211,3632060.8567,290,8,Welcome Center,US-231S,0,Cambellton,Jackson,FL,30.9947,-85.4091,37
-9262783.5095,3589319.0128,291,9,Georgia Visitor Information Center -  Valdosta,I-75N,3,Lake Park,Lowndes,GA,30.665,-83.209,23
-9089125.1038,3600842.4015,292,9,Georgia Visitor Information Center - Kingsland,I-95N,1,Kingsland,Camden,GA,30.754,-81.649,29
-9280149.35,3621974.6981,293,9,Georgia Weigh Station Region 8 South(Lowndes),I-75S,23,Valdosta,Lowndes,GA,30.917,-83.365,30
-9280038.0304,3622104.4551,294,9,Georgia Weigh Station Region 8 North (Lowndes),I-75N,23,Valdosta,Lowndes,GA,30.918,-83.364,30
-9291320.8175,3664413.7055,295,9,GDOT Rest Area 5,I-75N,47,Wagon Wheel,Cook,GA,31.243507,-83.465355,29
-9291969.4761,3666714.9932,296,9,GDOT Rest Area 6,I-75S,48,Wagon Wheel,Cook,GA,31.26118,-83.471182,37
-9071466.493,3669182.6534,297,9,GDOT Rest Area 105,I-95S,40,Broadfield,Glynn,GA,31.280127,-81.49037,50
-9066527.2471,3694852.8521,298,9,Georgia Weigh Station Region 9 North (McIntosh),I-95N,54,Darien,McIntosh,GA,31.477,-81.446,56
-9066749.8862,3694852.8521,299,9,Georgia Weigh Station Region 9 South (McIntosh),I-95S,54,Darien,McIntosh,GA,31.477,-81.448,58
-9304568.2822,3715418.7045,300,9,GDOT Rest Area 9,I-75S,85,Sycamore,Turner,GA,31.634428,-83.584359,52
-9313196.0993,3730648.8901,301,9,GDOT Rest Area 10,I-75N,85,Ashburn,Turner,GA,31.750841,-83.661864,62
-9324505.0463,3773001.9273,302,9,GDOT Rest Area 13,I-75N,108,Vienna,Dooly,GA,32.0738,-83.763454,53
-9066193.2887,3785251.9904,303,9,Georgia Weigh Station Region 7 East (Bryan),I-16E,144,Blichton,Bryan,GA,32.167,-81.443,35
-9066372.4018,3785679.1282,304,9,Georgia Weigh Station Region 7 West (Bryan),I-16W,144,Blichton,Bryan,GA,32.170248,-81.444609,35
-9322564.191,3790855.8348,305,9,GDOT Rest Area 14,I-75S,118,Montezuma,Dooly,GA,32.209603,-83.746019,59
-9036248.3457,3791697.4996,306,9,Georgia Weigh Station Region 7 (Chatham ),I-95S,110,Savannah,Chatham,GA,32.216,-81.174,18
-9036359.6652,3791829.0768,307,9,Georgia Visitor Information Center - Savannah,I-95S,111,Savannah,Chatham,GA,32.217,-81.175,14
-9241525.8282,3829814.4304,308,9,GDOT Rest Area 88,I-16W,46,Dudley,Laurens,GA,32.505232,-83.018039,14
-9244863.9657,3830293.5928,309,9,GDOT Rest Area 87,I-16E,44,Dudley,Laurens,GA,32.508862,-83.048026,22
-9458037.8962,3838498.8518,310,9,Georgia Visitor Information Center - Columbus,I-185N,12,Columbus,Muscogee,GA,32.571,-84.963,9
-9481303.6698,3876603.4917,311,9,Georgia Visitor Information Center - West Point,I-85N,1,West Point,Harris,GA,32.859,-85.172,19
-9323449.515,3877788.9599,312,9,GDOT Rest Area 19,I-475,8,Macon,Bibb,GA,32.867945,-83.753972,38
-9331673.4649,3891636.5862,313,9,GDOT Rest Area 22,I-75S,179,Smarr,Monroe,GA,32.972366,-83.827849,57
-9347831.6004,3904466.1447,314,9,Georgia Weigh Station Region 6 South (Monroe),I-75S,190,Forsyth,Monroe,GA,33.069,-83.973,14
-9347831.6004,3904598.9828,315,9,Georgia Weigh Station Region 6 North(Monroe),I-75N,190,Forsyth,Monroe,GA,33.07,-83.973,14
-9452805.8802,3906326.0143,316,9,Georgia Weigh Station Region 5 North (Troup),I-85N,22.5,LaGrange,Troup,GA,33.083,-84.916,20
-9452694.5607,3906857.46,317,9,Georgia Weigh Station Region 5 South (Troup),I-85S,22.5,LaGrange,Troup,GA,33.087,-84.915,20
-9154135.6864,3960124.9142,318,9,Georgia Weigh Station Region 4 East (Columbia),I-20E,187,Groveton,Columbia,GA,33.487,-82.233,55
-9154580.9643,3960124.9142,319,9,Georgia Weigh Station Region 4 West (Columbia),I-20W,187,Groveton,Columbia,GA,33.487,-82.237,31
-9165589.1262,3961614.0555,320,9,GDOT Rest Area 62,I-20E,182,Howell,Columbia,GA,33.498156,-82.335888,22
-9164695.6759,3961830.1812,321,9,GDOT Rest Area 63,I-20W,182,Howell,Columbia,GA,33.499775,-82.327862,40
-9130758.5933,3965465.1417,322,9,Georgia Visitor Information Center - Augusta,I-20W,200,Augusta,Richmond,GA,33.527,-82.023,46
-9303788.3778,3972599.5332,323,9,GDOT Rest Area 53,I-20W,108,Rutledge,Morgan,GA,33.58041,-83.577353,39
-9313249.4213,3975661.8223,324,9,GDOT Rest Area 52,I-20E,103,Rutledge,Morgan,GA,33.603325,-83.662343,44
-9497778.9545,3985513.0394,325,9,Georgia Visitor Information Center - Tallapoosa,I-20E,1,Tallapoosa,Haralson,GA,33.677,-85.32,47
-9471618.8741,3988054.9321,326,9,Georgia Weigh Station Region 3 West (Carroll),I-20W,15,Bremen,Carroll,GA,33.696,-85.085,53
-9420968.5059,3998228.1295,327,9,Georgia Weigh Station Region 3 East(Douglas),I-20E,42,Lithia Springs,Douglas,GA,33.772,-84.63,13
-9452958.8332,4083902.5522,328,9,GDOT Rest Area 34,I-75N,308,Adairsville,Gordon,GA,34.409361,-84.917374,51
-9259332.6052,4084663.4439,329,9,Georgia Weigh Station Region 2 South(Franklin),I-85S,170,Carnesville,Franklin,GA,34.415,-83.178,76
-9256883.5764,4086282.8203,330,9,Georgia Weigh Station Region 2 North (Franklin),I-85N,171,Carnesville,Franklin,GA,34.427,-83.156,76
-9247310.1002,4092357.5533,331,9,Georgia Visitor Information Center - Lavonia,I-85S,177,Lavonia,Franklin,GA,34.472,-83.07,58
-9455948.3181,4104719.7579,332,9,GDOT Rest Area 35,I-75S,319,Resaca,Gordon,GA,34.563501,-84.944229,50
-9467500.053,4147449.8609,333,9,Georgia Weigh Station Region 1 North (Catoosa ),I-75N,342,Ringgold,Catoosa,GA,34.879,-85.048,35
-9467945.331,4147585.5574,334,9,Georgia Weigh Station Region 1 South (Catoosa),I-75S,342,Ringgold,Catoosa,GA,34.88,-85.052,35
-9481860.2673,4156816.7952,335,9,Georgia Visitor Information Center - Ringgold,I-75S,372,Ringgold,Catoosa,GA,34.948,-85.177,33
-10447756.8911,4961679.0976,336,13,NHS Rest Stop or Truck Facility 8,I-35N,7,Lamoni,Decautr,IA,40.65563,-93.853797,16
-10441170.2281,5014369.2596,337,13,NHS Rest Stop or Truck Facility 9,I-35N,33,Osceola,Clarke,IA,41.013745,-93.794628,13
-10441472.3492,5014423.1084,338,13,NHS Rest Stop or Truck Facility 13,I-35S,33,Osceola,Clarke,IA,41.01411,-93.797342,12
-10648727.3111,5071822.0374,339,13,NHS Rest Stop or Truck Facility 22,I-80E,19,Underwood,Pottawattamie,IA,41.402023,-95.659145,15
-10648700.3718,5072136.5204,340,13,NHS Rest Stop or Truck Facility 30,I-80W,19,Underwood,Pottawattamie,IA,41.404142,-95.658903,16
-10668941.1496,5085513.103,341,13,NHS Rest Stop or Truck Facility 19,I-680E,16,Loveland,Pottawattamie,IA,41.49421,-95.840729,6
-10526581.1093,5085882.1327,342,13,NHS Rest Stop or Truck Facility 23,I-80E,81,Adair,Adair,IA,41.496693,-94.561887,14
-10527869.6324,5085910.9661,343,13,NHS Rest Stop or Truck Facility 31,I-80W,80,Adair,Adair,IA,41.496887,-94.573462,12
-10663950.9194,5086182.6579,344,13,NHS Rest Stop or Truck Facility 21,I-680W,NA,Loveland,Pottawattamie,IA,41.498715,-95.795901,6
-10680178.2955,5098868.5619,345,13,NHS Rest Stop or Truck Facility 1,I-29N,79,Missouri Valley,Harrison,IA,41.584011,-95.941674,13
-10681533.6103,5100020.5454,346,13,NHS Rest Stop or Truck Facility 4,I-29S,79,Missouri Valley,Harrison,IA,41.591751,-95.953849,13
-10073442.9881,5100679.2027,347,13,NHS Rest Stop or Truck Facility 39,I-80E,300,Davenport,Scott,IA,41.596176,-90.491278,15
-10072094.5752,5100852.3218,348,13,NHS Rest Stop or Truck Facility 38,I-80W,300,Davenport,Scott,IA,41.597339,-90.479165,20
-10136115.8615,5107213.1475,349,13,NHS Rest Stop or Truck Facility 29,I-80E,270,Wilton,Cedar,IA,41.640056,-91.054278,16
-10136115.8615,5107213.1475,350,13,NHS Rest Stop or Truck Facility 37,I-80W,270,Wilton,Cedar,IA,41.640056,-91.054278,16
-10396742.508,5113221.2126,351,13,NHS Rest Stop or Truck Facility 25,I-80E,147,Mitchellville,Polk,IA,41.680378,-93.395527,24
-10396147.6166,5113394.7069,352,13,NHS Rest Stop or Truck Facility 33,I-80W,147,Mitchellville,Polk,IA,41.681542,-93.390183,22
-10206136.3778,5115293.215,353,13,NHS Rest Stop or Truck Facility 28,I-80E,237,Tiffin,Johnson,IA,41.694278,-91.683283,24
-10327511.6921,5115445.7261,354,13,NHS Rest Stop or Truck Facility 26,I-80E,180,Grinnell,Jasper,IA,41.695301,-92.773616,23
-10205806.3155,5115465.7033,355,13,NHS Rest Stop or Truck Facility 36,I-80W,237,Tiffin,Johnson,IA,41.695435,-91.680318,24
-10267141.5739,5115506.7014,356,13,NHS Rest Stop or Truck Facility 27,I-80E,208,Victor,Iowa,IA,41.69571,-92.231302,22
-10327423.3045,5115545.1652,357,13,NHS Rest Stop or Truck Facility 34,I-80W,180,Grinnell,Jasper,IA,41.695968,-92.772822,10
-10267208.2542,5115629.6967,358,13,NHS Rest Stop or Truck Facility 35,I-80W,206,Victor,Iowa,IA,41.696535,-92.231901,18
-10416233.7716,5135643.3528,359,13,NHS Rest Stop or Truck Facility 10,I-35N,100,Elkhart,Polk,IA,41.830637,-93.57062,20
-10416233.7716,5135643.3528,360,13,NHS Rest Stop or Truck Facility 14,I-35S,100,Elkhart,Ankeny,IA,41.830637,-93.57062,20
-10204770.8216,5141100.6324,361,13,NHS Rest Stop or Truck Facility 18,I-380S,13,Cedar Rapids,Linn,IA,41.867155,-91.671016,16
-10204450.6668,5141284.6483,362,13,NHS Rest Stop or Truck Facility 17,I-380N,13,Cedar Rapids,Linn,IA,41.868386,-91.66814,16
-10699071.7734,5159877.0155,363,13,NHS Rest Stop or Truck Facility 5,I-29S,110,Onawa,Monona,IA,41.99264,-96.111397,15
-10698904.6829,5160006.8737,364,13,NHS Rest Stop or Truck Facility 2,I-29N,110,Onawa,Monona,IA,41.993507,-96.109896,16
-10414748.1017,5177483.4835,365,13,NHS Rest Stop or Truck Facility 15,I-35S,119,Roland,Story,IA,42.110082,-93.557274,15
-10414323.7517,5180233.9395,366,13,NHS Rest Stop or Truck Facility 11,I-35N,120,Roland,Story,IA,42.128409,-93.553462,16
-10725948.64,5217257.2686,367,13,NHS Rest Stop or Truck Facility 3,I-29N,139,Sgt Bluff,Woodbury,IA,42.374589,-96.352836,14
-10726130.9814,5217425.5857,368,13,NHS Rest Stop or Truck Facility 6,I-29S,139,Sgt Bluff,Woodbury,IA,42.375706,-96.354474,12
-10403944.7677,5262429.6925,369,13,NHS Rest Stop or Truck Facility 7,I-35,159,Dows,Franklin,IA,42.673653,-93.460226,50
-10392137.7773,5380034.268,370,13,NHS Rest Stop or Truck Facility 16,I-35S,214,Northwood,Worth,IA,43.445533,-93.354162,34
-12624656.2877,5236807.4987,371,10,Cotterell E,I-84E,229,Idahome,Cassia,ID,42.504197,-113.409217,9
-12624609.8675,5236986.1303,372,10,Cotterell W,I-84W,229,Idahome,Cassia,ID,42.50538,-113.4088,4
-12595556.2596,5253333.0781,373,10,Coldwater E,I-86E,19,Heglar,Power,ID,42.613544,-113.147807,23
-12574485.8177,5265998.7639,374,10,Massacre Rocks W,I-86W,31,Heglar,Power,ID,42.697221,-112.958528,20
-12809899.0448,5302673.078,375,10,Bliss E,I-84E,133,Mellon Valley,Gooding,ID,42.938878,-115.073281,47
-12809993.1098,5302921.5457,376,10,Bliss W,I-84W,133,Mellon Valley,Gooding,ID,42.940512,-115.074126,49
-12924974.6779,5385000.0069,377,10,Blacks Creek E,I-84E,62,Boise,Ada,ID,43.477911,-116.107023,34
-12924812.2628,5385133.9337,378,10,Blacks Creek W,I-84W,62,Boise,Ada,ID,43.478784,-116.105564,28
-13018255.6244,5467962.361,379,10,Snake River View,I-84,1,Fruitland,Payette,ID,44.016283,-116.94498,18
-12975570.4997,5862455.5436,380,10,Lenore,US12,28,Lenore,Clearwater,ID,46.50999,-116.561533,10
-13009548.7704,6058783.4335,381,10,Huetter E,I-90E,8,Huetter,Kootenai,ID,47.710238,-116.866765,22
-13009548.7704,6058783.4335,382,10,Huetter W,I-90W,8,Huetter,Kootenai,ID,47.710238,-116.866765,11
-9978796.9307,4771493.1762,383,11,Coalfield NB,I-55NB,64,Waggoner,NA,IL,39.34696,-89.641058,28
-9979164.5077,4772196.5402,384,11,Coalfield SB,I-55SB,64,Waggoner,NA,IL,39.351846,-89.64436,28
-9758459.8136,4782452.1539,385,11,Cumberland Road WB,I-70WB,149,Mckeen,NA,IL,39.423049,-87.661736,39
-9871308.8342,4905814.2259,386,11,Farm Land EB,I-74EB,156,Farmer City,NA,IL,40.273827,-88.675476,42
-9871308.8342,4905814.2259,387,11,Farm Land WB,I-74WB,156,Farmer City,NA,IL,40.273827,-88.675476,42
-9871823.5755,4461327.4904,388,11,Fort Massac,I-24,1,Metropolis,NA,IL,37.15925,-88.6801,18
-9919234.7692,4918638.7732,389,11,Funks Grove NB,I-55NB,149,Mclean,NA,IL,40.361667,-89.106002,20
-9919698.8603,4918217.4471,390,11,Funks Grove SB,I-55SB,149,Mclean,NA,IL,40.358783,-89.110171,20
-9992423.9949,4657315.1871,391,11,Gateway EB,I-64EB,25,New Baden,NA,IL,38.549289,-89.763472,27
-9992423.9949,4657315.1871,392,11,Gateway WB,I-64WB,25,New Baden,NA,IL,38.549289,-89.763472,26
-9890733.64,4618194.4018,393,11,Goshen Road EB,I-64EB,114,Marcoe,NA,IL,38.273922,-88.849972,20
-9885316.6109,4618614.2734,394,11,Goshen Road WB,I-64WB,114,Opdyke,NA,IL,38.276883,-88.80131,20
-9970315.3874,5070670.3068,395,11,Great Sauk Trail EB,I-80EB,51,Wyanet,NA,IL,41.394262,-89.564867,39
-9970315.3874,5070670.3068,396,11,Great Sauk Trail WB,I-80WB,51,Wyanet,NA,IL,41.394262,-89.564867,47
-9852095.09,4748929.8451,397,11,Green Creek NB,I-57NB,165,Sigel,NA,IL,39.19004,-88.502876,15
-9851994.7912,4750274.5798,398,11,Green Creek SB,I-57SB,165,Sigel,NA,IL,39.199402,-88.501975,16
